"","PMID","Abstract","Year","Title"
"2025","34773665","DISCUSSION: Evidence for COVID-19 effects is mostly limited to participant self-report or retrospective recall, cross-sectional and descriptive studies, and samples of convenience. Several novel pathways for future research that aim to better understand, monitor, and support those negatively affected by the pandemic are formulated.",2021,"A systematic scoping review of research on COVID-19 impacts on eating disorders: A critical appraisal of the evidence and recommendations for the field."
"2026","34773743","Coronavirus disease 2019 (COVID-19) pneumonia rarely occurs in pregnant women. Case reports indicate that fibrin and lymphohistiocytic lesions in placentas may be typical. However, a meta-analysis to clarify whether there is a COVID-19-associated pattern of placental lesions has not yet been conducted. Systematic literature search with meta-analysis of publications on 10 or more cases of pregnancy with SARS-CoV-2 infection and placenta examination (30 publications from 2019 to 2021; 1452 placenta cases) was performed. The meta-analysis did not reveal any COVID-19-specific placenta changes. The incidence of both vascular and inflammatory lesions was mainly comparable to that of non-COVID-19 pregnancies. Transplacental viral transmission is very rare and there are no typical placental changes. The most important prognostic factor seems to be maternal-fetal hypoxia in the context of pneumonia.",2021,"Meta-analysis on COVID-19-pregnancy-related placental pathologies shows no specific pattern."
"2027","34774295","BACKGROUND: Prone positioning in non-intubated spontaneously breathing patients is becoming widely applied in practice alongside noninvasive respiratory support. This systematic review and meta-analysis evaluates the effect, timing, and populations that might benefit from awake proning regarding oxygenation, mortality, and tracheal intubation compared with supine position in hypoxaemic acute respiratory failure.",2021,"Prone positioning for non-intubated spontaneously breathing patients with acute hypoxaemic respiratory failure: a systematic review and meta-analysis."
"2028","34774295","METHODS: We conducted a systematic literature search of PubMed/MEDLINE, Cochrane Library, Embase, CINAHL, and BMJ Best Practice until August 2021 (International Prospective Register of Systematic Reviews [PROSPERO] registration: CRD42021250322). Studies included comprise least-wise 20 adult patients with hypoxaemic respiratory failure secondary to acute respiratory distress syndrome or coronavirus disease (COVID-19). Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines were followed, and study quality was assessed using the Newcastle-Ottawa Scale and the Cochrane risk-of-bias tool.",2021,"Prone positioning for non-intubated spontaneously breathing patients with acute hypoxaemic respiratory failure: a systematic review and meta-analysis."
"2029","34774295","RESULTS: Fourteen studies fulfilled the selection criteria and 2352 patients were included; of those patients, 99% (n=2332/2352) had COVID-19. Amongst 1041 (44%) patients who were placed in the prone position, 1021 were SARS-CoV-2 positive. The meta-analysis revealed significant improvement in the PaO2/FiO2 ratio (mean difference -23.10; 95% confidence interval [CI]: -34.80 to 11.39; P=0.0001; I2=26%) after prone positioning. In patients with COVID-19, lower mortality was found in the group placed in the prone position (150/771 prone vs 391/1457 supine; odds ratio [OR] 0.51; 95% CI: 0.32-0.80; P=0.003; I2=48%), but the tracheal intubation rate was unchanged (284/824 prone vs 616/1271 supine; OR 0.72; 95% CI: 0.43-1.22; P=0.220; I2=75%). Overall proning was tolerated for a median of 4 h (inter-quartile range: 2-16).",2021,"Prone positioning for non-intubated spontaneously breathing patients with acute hypoxaemic respiratory failure: a systematic review and meta-analysis."
"2030","34774295","CONCLUSIONS: Prone positioning can improve oxygenation amongst non-intubated patients with acute hypoxaemic respiratory failure when applied for at least 4 h over repeated daily episodes. Awake proning appears safe, but the effect on tracheal intubation rate and survival remains uncertain.",2021,"Prone positioning for non-intubated spontaneously breathing patients with acute hypoxaemic respiratory failure: a systematic review and meta-analysis."
"2031","34775768","BACKGROUND: Corona virus disease 2019 (COVID-19) showed a significant difference in case fatality rate between different regions at the early stage of the epidemic. In addition to the well-known factors such as age structure, detection efficiency, and race, there was also a possibility that medical resource shortage caused the increase of the case fatality rate in some regions.",2021,"Did patients with COVID-19 receive timely treatment in the early epidemic?-a systematic review and meta-analysis."
"2032","34775768","METHODS: Medline, Cochrane Library, Embase, Web of Science, CBM, CNKI, and Wanfang of identified articles were searched through 29 June 2020. Cohort studies and case series with duration information on COVID-19 patients were included. Two independent reviewers extracted the data using a standardized data collection form and assessed the risk of bias. Data were synthesized through description and analysis methods including a meta-analysis.",2021,"Did patients with COVID-19 receive timely treatment in the early epidemic?-a systematic review and meta-analysis."
"2033","34775768","RESULTS: A total of 109 articles were retrieved. The time interval from onset to the first medical visit of COVID-19 patients in China was 3.38±1.55 days (corresponding intervals in Hubei province, non-Hubei provinces, Wuhan, Hubei provinces without Wuhan were 4.22±1.13, 3.10±1.57, 4.20±0.97, and 4.34±1.72 days, respectively). The time interval from onset to the hospitalization of COVID-19 patients in China was 8.35±6.83 days (same corresponding intervals were 12.94±7.43, 4.17±1.45, 14.86±7.12, and 5.36±1.19 days, respectively), and when it was outside China, this interval was 5.27±1.19 days.",2021,"Did patients with COVID-19 receive timely treatment in the early epidemic?-a systematic review and meta-analysis."
"2034","34775768","DISCUSSION: In the early stage of the COVID-19 epidemic, patients with COVID-19 did not receive timely treatment, resulting in a higher case fatality rate in Hubei province, partly due to the relatively insufficient and unequal medical resources. This research suggested that additional deaths caused by the out-of-control epidemic can be avoided if prevention and control work is carried out at the early stage of the epidemic.",2021,"Did patients with COVID-19 receive timely treatment in the early epidemic?-a systematic review and meta-analysis."
"2035","34775768","TRIAL REGISTRATION: CRD42020195606.",2021,"Did patients with COVID-19 receive timely treatment in the early epidemic?-a systematic review and meta-analysis."
"2036","34776011","BACKGROUND: To date, coronavirus disease 2019 (COVID-19) becomes increasingly fierce due to the emergence of variants. Rapid herd immunity through vaccination is needed to block the mutation and prevent the emergence of variants that can completely escape the immune surveillance. We aimed to systematically evaluate the effectiveness and safety of COVID-19 vaccines in the real world and to establish a reliable evidence-based basis for the actual protective effect of the COVID-19 vaccines, especially in the ensuing waves of infections dominated by variants.",2021,"Effectiveness and safety of SARS-CoV-2 vaccine in real-world studies: a systematic review and meta-analysis."
"2037","34776011","METHODS: We searched PubMed, Embase and Web of Science from inception to July 22, 2021. Observational studies that examined the effectiveness and safety of SARS-CoV-2 vaccines among people vaccinated were included. Random-effects or fixed-effects models were used to estimate the pooled vaccine effectiveness (VE) and incidence rate of adverse events after vaccination, and their 95% confidence intervals (CI).",2021,"Effectiveness and safety of SARS-CoV-2 vaccine in real-world studies: a systematic review and meta-analysis."
"2038","34776011","RESULTS: A total of 58 studies (32 studies for vaccine effectiveness and 26 studies for vaccine safety) were included. A single dose of vaccines was 41% (95% CI: 28-54%) effective at preventing SARS-CoV-2 infections, 52% (31-73%) for symptomatic COVID-19, 66% (50-81%) for hospitalization, 45% (42-49%) for Intensive Care Unit (ICU) admissions, and 53% (15-91%) for COVID-19-related death; and two doses were 85% (81-89%) effective at preventing SARS-CoV-2 infections, 97% (97-98%) for symptomatic COVID-19, 93% (89-96%) for hospitalization, 96% (93-98%) for ICU admissions, and 95% (92-98%) effective for COVID-19-related death, respectively. The pooled VE was 85% (80-91%) for the prevention of Alpha variant of SARS-CoV-2 infections, 75% (71-79%) for the Beta variant, 54% (35-74%) for the Gamma variant, and 74% (62-85%) for the Delta variant. The overall pooled incidence rate was 1.5% (1.4-1.6%) for adverse events, 0.4 (0.2-0.5) per 10 000 for severe adverse events, and 0.1 (0.1-0.2) per 10 000 for death after vaccination.",2021,"Effectiveness and safety of SARS-CoV-2 vaccine in real-world studies: a systematic review and meta-analysis."
"2039","34776011","CONCLUSIONS: SARS-CoV-2 vaccines have reassuring safety and could effectively reduce the death, severe cases, symptomatic cases, and infections resulting from SARS-CoV-2 across the world. In the context of global pandemic and the continuous emergence of SARS-CoV-2 variants, accelerating vaccination and improving vaccination coverage is still the most important and urgent matter, and it is also the final means to end the pandemic.",2021,"Effectiveness and safety of SARS-CoV-2 vaccine in real-world studies: a systematic review and meta-analysis."
"2040","34776411","INTRODUCTION: The Global Polio Eradication Initiative uses polio supplementary immunisation activities (SIAs) as a strategy to increase vaccine coverage and cease poliovirus transmission. Impact of polio SIAs on immunisation systems is frequently debated. We reviewed the impact of polio SIAs on routine immunisation and health systems during the modern era of polio eradication.",NA,"Assessing the impact of polio supplementary immunisation activities on routine immunisation and health systems: a systematic review."
"2041","34776411","METHODS: We searched nine databases for studies reporting on polio SIAs and immunisation coverage, financial investment, workforce and health services delivery. We conducted a narrative synthesis of evidence. Records prior to 1994, animal, modelling or case studies data were excluded.",NA,"Assessing the impact of polio supplementary immunisation activities on routine immunisation and health systems: a systematic review."
"2042","34776411","RESULTS: 20/1637 unique records were included. Data on vaccine coverage were included in 70% (14/20) studies, workforce in 65% (13/20) and health services delivery in 85% (17/20). SIAs positively contributed to vaccination uptake of non-polio vaccines in seven studies, neutral in three and negative in one. Some polio SIAs contributed to workforce strengthening through training and capacity building. Polio SIAs were accompanied with increased social mobilisation and community awareness building confidence in vaccination programmes. Included studies were programmatic in nature and contained variable data, thus could not be justly critically appraised.",NA,"Assessing the impact of polio supplementary immunisation activities on routine immunisation and health systems: a systematic review."
"2043","34776411","CONCLUSION: Polio SIAs are successful at increasing polio vaccine coverage, but the resources and infrastructures were not always utilised for delivery of non-polio vaccines and integration into routine service delivery. We found a gap in standardised tools to evaluate SIAs, which can then inform service integration. Our study provides data to inform SIAs evaluations, and provides important considerations for COVID-19 vaccine roll-out to strengthen health systems.",NA,"Assessing the impact of polio supplementary immunisation activities on routine immunisation and health systems: a systematic review."
"2044","34776411","PROSPERO REGISTRATION NUMBER: CRD42020152195.",NA,"Assessing the impact of polio supplementary immunisation activities on routine immunisation and health systems: a systematic review."
"2045","34777150","The COVID-19 outbreak, along with post-pandemic impact has prompted Internet Plus education to re-examine numerous facets of technology-oriented academic research, particularly Educational Big Data (EBD). However, the unexpected transition from face-to-face offline education to online lessons has urged teachers to introduce educational technology into teaching practice, which has had an overwhelming impact on teachers' professional and personal lives. The aim of this present work is to fathom which research foci construct EBD in a comprehensive manner and how positive psychological indicators function in the technostress suffered by less agentic teachers. To this end, CiteSpace 5.7 and VOSviewer were applied to examine a longitudinal study of the literature from Web of Science Core Collection with the objective of uncovering the explicit patterns and knowledge structures in scientific network knowledge maps. Thousand seven hundred and eight articles concerned with educational data that met the criteria were extracted and analyzed. Research spanning 15 years was conducted to reveal that the knowledge base has accumulated dramatically after many governments' initiatives since 2012 with an accelerating annual growth and decreasing geographic imbalance. The review also identified some influential authors and journals whose effects will continue to have future implications. The authors identified several topical foci such as data mining, student performance, learning environment and psychology, learning analytics, and application. More specifically, the authors identified the scientific shift from data mining application to data privacy and educational psychology, from general scan to specific investigation. Among the conclusions, the results highlighted the important integration of educational psychology and technology during critical periods of educational development.",2021,"The Research Trend of Big Data in Education and the Impact of Teacher Psychology on Educational Development During COVID-19: A Systematic Review and Future Perspective."
"2046","34779788","BACKGROUND: Patient-centered health care information systems (PHSs) enable patients to take control and become knowledgeable about their own health, preferably in a secure environment. Current and emerging PHSs use either a centralized database, peer-to-peer (P2P) technology, or distributed ledger technology for PHS deployment. The evolving COVID-19 decentralized Bluetooth-based tracing systems are examples of disease-centric P2P PHSs. Although using P2P technology for the provision of PHSs can be flexible, scalable, resilient to a single point of failure, and inexpensive for patients, the use of health information on P2P networks poses major security issues as users must manage information security largely by themselves.",2021,"Security Engineering of Patient-Centered Health Care Information Systems in Peer-to-Peer Environments: Systematic Review."
"2047","34779788","OBJECTIVE: This study aims to identify the inherent security issues for PHS deployment in P2P networks and how they can be overcome. In addition, this study reviews different P2P architectures and proposes a suitable architecture for P2P PHS deployment.",2021,"Security Engineering of Patient-Centered Health Care Information Systems in Peer-to-Peer Environments: Systematic Review."
"2048","34779788","METHODS: A systematic literature review was conducted following PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) reporting guidelines. Thematic analysis was used for data analysis. We searched the following databases: IEEE Digital Library, PubMed, Science Direct, ACM Digital Library, Scopus, and Semantic Scholar. The search was conducted on articles published between 2008 and 2020. The Common Vulnerability Scoring System was used as a guide for rating security issues.",2021,"Security Engineering of Patient-Centered Health Care Information Systems in Peer-to-Peer Environments: Systematic Review."
"2049","34779788","RESULTS: Our findings are consolidated into 8 key security issues associated with PHS implementation and deployment on P2P networks and 7 factors promoting them. Moreover, we propose a suitable architecture for P2P PHSs and guidelines for the provision of PHSs while maintaining information security.",2021,"Security Engineering of Patient-Centered Health Care Information Systems in Peer-to-Peer Environments: Systematic Review."
"2050","34779788","CONCLUSIONS: Despite the clear advantages of P2P PHSs, the absence of centralized controls and inconsistent views of the network on some P2P systems have profound adverse impacts in terms of security. The security issues identified in this study need to be addressed to increase patients' intention to use PHSs on P2P networks by making them safe to use.",2021,"Security Engineering of Patient-Centered Health Care Information Systems in Peer-to-Peer Environments: Systematic Review."
"2051","34781062","OBJECTIVE: COVID-19 pandemic disease has profound consequences for physical and mental health. In this regard, health care for chronic diseases, especially epilepsy is neglected The purpose of this systematic review study was to investigate the epidemic effect of COVID-19 on increasing the prevalence of mental disorders such as depression, anxiety, and sleep disorders in people with epilepsy (PWE).",2021,"Prevalence of depression, anxiety, and psychological distress in patients with epilepsy during COVID-19: A systematic review."
"2052","34781062","METHODS: We systematically searched MEDLINE, Cochrane, Embase, Web of science, Scopus, and Psych info databases for studies that estimate the prevalence of mental disorders in PWE during the COVID-19 until December 2020. Inclusion criteria included samples of population, with a confirmed diagnosis of epilepsy.",2021,"Prevalence of depression, anxiety, and psychological distress in patients with epilepsy during COVID-19: A systematic review."
"2053","34781062","RESULTS: Irrespective of PWE or people without epilepsy (PWOE), all experienced stress and anxiety during COVID-19 pandemic. Most of the studies showed that PWE and even PWOE during the pandemic, suffer from depression. The highest rate of depression was attributed to female PWE with financial problems (66.7%) and the lowest rate of depression in PWE was reported in 8.6%. 7.1-71.2% and 28.2% of patients reported sleep disorders and insomnia, respectively. Less than 2% experienced a sleep improvement.",2021,"Prevalence of depression, anxiety, and psychological distress in patients with epilepsy during COVID-19: A systematic review."
"2054","34781062","LIMITATIONS: Due to a large amount of heterogeneities across the results, we could not evaluate the exact rate of prevalence in spite of using effective measures.",2021,"Prevalence of depression, anxiety, and psychological distress in patients with epilepsy during COVID-19: A systematic review."
"2055","34781062","CONCLUSIONS: People with epilepsy were considered as a susceptible group to the impact of the pandemic. Therefore, great attention should be paid to PWE and adequate psychological supports provided in this period to relieve or inhibit risks to mental health in PWE.",2021,"Prevalence of depression, anxiety, and psychological distress in patients with epilepsy during COVID-19: A systematic review."
"2056","34781153","OBJECTIVE: The present study aimed to perform a systematic review and meta-analysis on the prevalence of one-year hospital readmissions and post-discharge all-cause mortality in recovered COVID-19 patients. Moreover, the country-level prevalence of the outcomes was investigated.",2021,"Hospital readmissions and post-discharge all-cause mortality in COVID-19 recovered patients; A systematic review and meta-analysis."
"2057","34781153","METHODS: An extensive search was performed in Medline (PubMed), Embase, Scopus, and Web of Science databases until the end of August 3rd, 2021. A manual search was also performed in Google and Google Scholar search engines. Cohort and cross-sectional studies were included. Two independent reviewers screened the papers, collected data, and assessed the risk of bias and level of evidence. Any disagreement was resolved through discussion.",2021,"Hospital readmissions and post-discharge all-cause mortality in COVID-19 recovered patients; A systematic review and meta-analysis."
"2058","34781153","RESULTS: 91 articles were included. 48 studies examined hospital readmissions; nine studies assessed post-discharge all-cause mortality, and 34 studies examined both outcomes. Analyses showed that the prevalence of hospital readmissions during the first 30 days, 90 days, and one-year post-discharge were 8.97% (95% CI: 7.44, 10.50), 9.79% (95% CI: 8.37, 11.24), and 10.34% (95% CI: 8.92, 11.77), respectively. The prevalence of post-discharge all-cause mortality during the 30 days, 90 days and one-year post-discharge was 7.87% (95% CI: 2.78, 12.96), 7.63% (95% CI: 4.73, 10.53) and 7.51% (95% CI, 5.30, 9.72), respectively. 30-day hospital readmissions and post-discharge mortality were 8.97% and 7.87%, respectively. The highest prevalence of hospital readmissions was observed in Germany (15.5%), Greece (15.5%), UK (13.5%), Netherlands (11.7%), China (10.8%), USA (10.0%) and Sweden (9.9%). In addition, the highest prevalence of post-discharge all-cause mortality belonged to Italy (12.7%), the UK (11.8%), and Iran (9.2%). Sensitivity analysis showed that the prevalence of one-year hospital readmissions and post-discharge all-cause mortality in high-quality studies were 10.38% and 4.00%, respectively.",2021,"Hospital readmissions and post-discharge all-cause mortality in COVID-19 recovered patients; A systematic review and meta-analysis."
"2059","34781153","CONCLUSION: 10.34% of recovered COVID-19 patients required hospital readmissions after discharge. Most cases of hospital readmissions and mortality appear to occur within 30 days after discharge. The one-year post-discharge all-cause mortality rate of COVID-19 patients is 7.87%, and the majority of patients' readmission and mortality happens within the first 30 days post-discharge. Therefore, a 30-day follow-up program and patient tracking system for discharged COVID-19 patients seems necessary.",2021,"Hospital readmissions and post-discharge all-cause mortality in COVID-19 recovered patients; A systematic review and meta-analysis."
"2060","34781810","INTRODUCTION: Coronavirus disease (COVID-19) is a highly contagious disease that poses major public health risks. Fewer studies link high CRP and D-dimer levels to severe COVID-19 infection. Therefore, this study investigates the association of serum CRP and D-dimer concentration with COVID-19 severity in diabetic and non-diabetic patients.",2021,"Association of serum C-reactive protein (CRP) and D-dimer concentration on the severity of COVID-19 cases with or without diabetes: a systematic review and meta-analysis."
"2061","34781810","AREAS COVERED: Relevant published articles were identified using electronic search engines, such as Google Scholar, PubMed, Springer, Science Direct, and Researchgate. A total of 29 articles reporting on 15,282 patients (4,733 diabetes and 10,549 non-diabetes) were included in this systematic review and meta-analysis. RevMan V5.4, STATA V14 software, and SPSS V25 were used for the meta-analysis. Egger's regression and Begg-Mazumdar's test were used for assessing publication bias. The pooled result of all studies revealed that serum CRP (Standard mean difference (SMD) 0.41 mg/L; P < 0.0001; I2 93%) and D-dimer (SMD 0.32 mg/L; P < 0.0001; I2 83%) concentration was significantly higher in COVID-19 diabetic patients. The prevalence of COVID-19 infection was comparatively higher in male diabetic patients (OR 2.41; P < 0.00001; I2 88%). There was no publication bias. CRP and D-dimer rose with age in COVID-19 diabetic and non-diabetic patients.",2021,"Association of serum C-reactive protein (CRP) and D-dimer concentration on the severity of COVID-19 cases with or without diabetes: a systematic review and meta-analysis."
"2062","34781810","EXPERT OPINION: Overall, the serum CRP and D-dimer concentration in COVID-19 diabetic patients was significantly higher than non-diabetic patients indicating severe illness.",2021,"Association of serum C-reactive protein (CRP) and D-dimer concentration on the severity of COVID-19 cases with or without diabetes: a systematic review and meta-analysis."
"2063","34782342","OBJECTIVES: The COVID-19 pandemic has resulted in widespread morbidity and mortality with the consequences expected to be felt for many years. Significant variation exists in the care even of similar patients with COVID-19, including treatment practices within and between institutions. Outcome measures vary among clinical trials on the same therapies. Understanding which therapies are of most value is not possible unless consensus can be reached on which outcomes are most important to measure. Furthermore, consensus on the most important outcomes may enable patients to monitor and track their care, and may help providers to improve the care they offer through quality improvement. To develop a standardised minimum set of outcomes for clinical care, the International Consortium for Health Outcomes Measurement (ICHOM) assembled a working group (WG) of 28 volunteers, including health professionals, patients and patient representatives.",2021,"Which outcomes are most important to measure in patients with COVID-19 and how and when should these be measured? Development of an international standard set of outcomes measures for clinical use in patients with COVID-19: a report of the International Consortium for Health Outcomes Measurement (ICHOM) COVID-19 Working Group."
"2064","34782342","DESIGN: A list of outcomes important to patients and professionals was generated from a systematic review of the published literature using the MEDLINE database, from review of outcomes being measured in ongoing clinical trials, from a survey distributed to patients and patient networks, and from previously published ICHOM standard sets in other disease areas. Using an online-modified Delphi process, the WG selected outcomes of greatest importance.",2021,"Which outcomes are most important to measure in patients with COVID-19 and how and when should these be measured? Development of an international standard set of outcomes measures for clinical use in patients with COVID-19: a report of the International Consortium for Health Outcomes Measurement (ICHOM) COVID-19 Working Group."
"2065","34782342","RESULTS: The outcomes considered by the WG to be most important were selected and categorised into five domains: (1) functional status and quality of life, (2) mental functioning, (3) social functioning, (4) clinical outcomes and (5) symptoms. The WG identified demographic and clinical variables for use as case-mix risk adjusters. These included baseline demographics, clinical factors and treatment-related factors.",2021,"Which outcomes are most important to measure in patients with COVID-19 and how and when should these be measured? Development of an international standard set of outcomes measures for clinical use in patients with COVID-19: a report of the International Consortium for Health Outcomes Measurement (ICHOM) COVID-19 Working Group."
"2066","34782342","CONCLUSION: Implementation of these consensus recommendations could help institutions to monitor, compare and improve the quality and delivery of care to patients with COVID-19. Their consistent definition and collection could also broaden the implementation of more patient-centric clinical outcomes research.",2021,"Which outcomes are most important to measure in patients with COVID-19 and how and when should these be measured? Development of an international standard set of outcomes measures for clinical use in patients with COVID-19: a report of the International Consortium for Health Outcomes Measurement (ICHOM) COVID-19 Working Group."
"2067","34783055","Healthcare workers (HCWs) remain on the front line of the battle against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and coronavirus disease 2019 (COVID-19) infection and are among the highest groups at risk of infection during this raging pandemic. We conducted a systematic review and meta-analysis to assess the incidence of postvaccination SARS-CoV-2 infection among vaccinated HCWs. We searched multiple databases from inception through August 2021 to identify studies that reported on the incidence of postvaccination SARS-CoV-2 infection among HCWs. Meta-analysis was performed to determine pooled proportions of COVID-19 infection in partially/fully vaccinated as well as unvaccinated individuals. Eighteen studies with 228 873 HCWs were included in the final analysis. The total number of partially vaccinated, fully vaccinated, and unvaccinated HCWs were 132 922, 155 673, and 17 505, respectively. Overall pooled proportion of COVID-19 infections among partially/fully vaccinated and unvaccinated HCWs was 2.1% (95% confidence interval [CI] 1.2-3.5). Among partially vaccinated, fully vaccinated and unvaccinated HCWs, pooled proportion of COVID-19 infections was 2.3% (CI 1.2-4.4), 1.3% (95% CI 0.6-2.9), and 10.1% (95% CI 4.5-19.5), respectively. Our analysis shows the risk of COVID-19 infection in both partially and fully vaccinated HCWs remains exceedingly low when compared to unvaccinated individuals. There remains an urgent need for all frontline HCWs to be vaccinated against SARS-CoV-2 infection.",2021,"Postvaccination SARS-CoV-2 infection among healthcare workers: A systematic review and meta-analysis."
"2068","34785264","BACKGROUND: This review provides an estimate of the global prevalence of depression and anxiety symptoms among doctors, based on analysis of evidence from the first year of the COVID-19 pandemic.",2021,"The global prevalence of depression and anxiety among doctors during the covid-19 pandemic: Systematic review and meta-analysis."
"2069","34785264","METHODS: A systematic review was conducted to identify suitable studies. Final searches were conducted on 3rd March 2021. Papers were initially screened by title and abstract, based on pre-agreed inclusion criteria, followed by full-text review of eligible studies. Risk of bias was assessed using the Joanna Briggs Checklist for Prevalence Studies. Data from studies rated as low or medium risk of bias were pooled using a random-effects meta-analysis. Sensitivity and subgroup analyses were conducted to explore heterogeneity.",2021,"The global prevalence of depression and anxiety among doctors during the covid-19 pandemic: Systematic review and meta-analysis."
"2070","34785264","RESULTS: Fifty-five studies were included after full-text review. Of these, thirty studies were assessed as low or medium risk of bias and were included in primary analyses. These comprised twenty-six studies of depression (31,447 participants) and thirty studies of anxiety (33,281 participants). Pooled prevalence of depression and anxiety was 20.5% (95% CI 16.0%-25.3%) and 25.8% (95% CI 20.4%-31.5%) respectively.",2021,"The global prevalence of depression and anxiety among doctors during the covid-19 pandemic: Systematic review and meta-analysis."
"2071","34785264","INTERPRETATION: Evidence from the first year of the pandemic suggests that a significant proportion of doctors are experiencing high levels of symptoms of depression and anxiety, although not conclusively more so than pre-pandemic levels. Differences in study methodology and variation in job demands may account for some of the observed heterogeneity.",2021,"The global prevalence of depression and anxiety among doctors during the covid-19 pandemic: Systematic review and meta-analysis."
"2072","34785264","LIMITATIONS: Findings must be interpreted with caution due to the high heterogeneity and moderate risk of bias evident in the majority of included studies.",2021,"The global prevalence of depression and anxiety among doctors during the covid-19 pandemic: Systematic review and meta-analysis."
"2073","34785346","OBJECTIVE: We aimed to systematically identify and critically assess the clinical practice guidelines (CPGs) for the management of critically ill patients with COVID-19 with the AGREE II instrument.",2021,"International alliance and AGREE-ment of 71 clinical practice guidelines on the management of critical care patients with COVID-19: a living systematic review."
"2074","34785346","STUDY DESIGN AND SETTING: We searched Medline, CINAHL, EMBASE, CNKI, CBM, WanFang, and grey literature from November 2019 - November 2020. We did not apply language restrictions. One reviewer independently screened the retrieved titles and abstracts, and a second reviewer confirmed the decisions. Full texts were assessed independently and in duplicate. Disagreements were resolved by consensus. We included any guideline that provided recommendations on the management of critically ill patients with COVID-19. Data extraction was performed independently and in duplicate by two reviewers. We descriptively summarized CPGs characteristics. We assessed the quality with the AGREE II instrument and we summarized relevant therapeutic interventions.",2021,"International alliance and AGREE-ment of 71 clinical practice guidelines on the management of critical care patients with COVID-19: a living systematic review."
"2075","34785346","RESULTS: We retrieved 3,907 records and 71 CPGs were included. Means (Standard Deviations) of the scores for the 6 domains of the AGREE II instrument were 65%(SD19.56%), 39%(SD19.64%), 27%(SD19.48%), 70%(SD15.74%), 26%(SD18.49%), 42%(SD34.91) for the scope and purpose, stakeholder involvement, rigor of development, clarity of presentation, applicability, editorial independence domains, respectively. Most of the CPGs showed a low overall quality (less than 40%).",2021,"International alliance and AGREE-ment of 71 clinical practice guidelines on the management of critical care patients with COVID-19: a living systematic review."
"2076","34785346","CONCLUSION: Future CPGs for COVID-19 need to rely, for their development, on standard evidence-based methods and tools.",2021,"International alliance and AGREE-ment of 71 clinical practice guidelines on the management of critical care patients with COVID-19: a living systematic review."
"2077","34786900","SARS-CoV-2, a member of the coronaviridae family, has caused a deadly pandemic known as the Coronavirus disease 2019, (COVID-19). Paediatric patients get infected by direct exposures or airborne droplets, mostly from households with a cluster of infection or a history of exposure to outbreak areas. COVID-19 is contagious in children (those under the age of 18), with an average incubation time of around 6.5 days. Paediatric patients account for less than 5% of total COVID-19 patients worldwide, and hence studies involving such subjects are unlikely in the near future. As a result, there are inadequate data about COVID-19 infection in children. Therefore, we present this systematic review to understand the epidemiology, clinical features, diagnostic outcomes, and available options for the management of COVID-19 in paediatric populations in order to advise clinical and public health policy choices for safety of children worldwide.",2022,"The COVID-19 pandemic in a paediatric population: A health care perspective."
"2078","34787753","BACKGROUND: Patients with Parkinson's disease (PD) are at higher risk of COVID-19 infection as most of them are at older age. The goal of this study is to update the pooled prevalence of COVID-19 infection in patients with PD.",2021,"Parkinson's disease and COVID-19: a systematic review and meta-analysis."
"2079","34787753","METHODS: Two researchers systematically searched PubMed, Scopus, EMBASE, Web of Science, Google Scholar, and also gray literature including references of the included studies which were published before September 2021. We extracted data regarding the total number of participants, first author, publication year, the country of origin, mean age, number with COVID-19, symptoms, hospitalization, and death.",2021,"Parkinson's disease and COVID-19: a systematic review and meta-analysis."
"2080","34787753","RESULTS: We found 1693 articles by literature search; after deleting duplicates, 798 remained. Thirty articles remained for meta-analysis. The pooled prevalence of COVID-19 infection in PD cases was 5% (95%CI: 4-6%) (I2 = 98.1%, P < 0.001). The pooled prevalence of fever in cases with PD was 4% (95%CI: 2-6%) (I2 = 96%, P < 0.001). The pooled prevalence of cough in cases with PD was 3% (95%CI: 2-4%) (I2 = 95.9%, P < 0.001). The pooled prevalence of hospitalization in cases with COVID-19 infection was 49% (95%CI: 29-52%) (I2: 93.5%, P < 0.001). The pooled prevalence of mortality in COVID-19 cases was 12% (95%CI: 10-14%) (I2 = 97.6%, P < 0.001).",2021,"Parkinson's disease and COVID-19: a systematic review and meta-analysis."
"2081","34787753","CONCLUSION: The results of this systematic review and meta-analysis show that the pooled prevalence of COVID-19 infection in PD cases is 5% besides hospitalization and mortality rates which are 49% and 12%.",2021,"Parkinson's disease and COVID-19: a systematic review and meta-analysis."
"2082","34789209","BACKGROUND: The coronavirus (COVID-19) pandemic has highlighted that individuals with behavioural risk factors commonly associated with non-communicable diseases (NCDs), such as smoking, harmful alcohol use, obesity, and physical inactivity, are more likely to experience severe symptoms from COVID-19. These risk factors have been shown to increase the risk of NCDs, but less is known about their broader influence on communicable diseases. Taking a wide focus on a range of common communicable diseases, this review aimed to synthesise research examining the impact of behavioural risk factors commonly associated with NCDs on risks of contracting, or having more severe outcomes from, communicable diseases.",2021,"The impact of behavioural risk factors on communicable diseases: a systematic review of reviews."
